Symbol,Name
VMBS,"Vanguard Mortgage-Backed Securities ETF"
VONE,"Vanguard Russell 1000 ETF"
VONG,"Vanguard Russell 1000 Growth ETF"
VONV,"Vanguard Russell 1000 Value ETF"
VTWO,"Vanguard Russell 2000 ETF"
VTWG,"Vanguard Russell 2000 Growth ETF"
VTWV,"Vanguard Russell 2000 Value ETF"
VTHR,"Vanguard Russell 3000 ETF"
VCSH,"Vanguard Short-Term Corporate Bond ETF"
VGSH,"Vanguard Short-Term Government ETF"
VTIP,"Vanguard Short-Term Inflation-Protected Securities Index Fund"
VTC,"Vanguard Total Corporate Bond ETF"
BNDX,"Vanguard Total International Bond ETF"
VXUS,"Vanguard Total International Stock ETF"
VBLT,"Vascular Biogenics Ltd."
DGLD,"VelocityShares 3x Inverse Gold ETN"
DSLV,"VelocityShares 3x Inverse Silver ETN"
UGLD,"VelocityShares 3x Long Gold ETN"
USLV,"VelocityShares 3x Long Silver ETN"
TVIZ,"VelocityShares Daily 2x VIX Medium-Term ETN"
TVIX,"VelocityShares Daily 2x VIX Short-Term ETN"
ZIV,"VelocityShares Daily Inverse VIX Medium-Term ETN"
XIV,"VelocityShares Daily Inverse VIX Short-Term ETN"
VIIZ,"VelocityShares VIX Medium-Term ETN"
VIIX,"VelocityShares VIX Short-Term ETN"
VCYT,"Veracyte, Inc."
VSTM,"Verastem, Inc."
VBTX,"Veritex Holdings, Inc."
VERI,"Veritone, Inc."
VRNA,"Verona Pharma plc"
CIZ,"VictoryShares Developed Enhanced Volatility Wtd ETF"
VSDA,"VictoryShares Dividend Accelerator ETF"
CEY,"VictoryShares Emerging Market High Div Volatility Wtd ETF"
CEZ,"VictoryShares Emerging Market Volatility Wtd ETF"
CID,"VictoryShares International High Div Volatility Wtd ETF"
CIL,"VictoryShares International Volatility Wtd ETF"
CFO,"VictoryShares US 500 Enhanced Volatility Wtd ETF"
CFA,"VictoryShares US 500 Volatility Wtd ETF"
CSF,"VictoryShares US Discovery Enhanced Volatility Wtd ETF"
CDC,"VictoryShares US EQ Income Enhanced Volatility Wtd ETF"
CDL,"VictoryShares US Large Cap High Div Volatility Wtd ETF"
VSMV,"VictoryShares US Multi-Factor Minimum Volatility ETF"
CSB,"VictoryShares US Small Cap High Div Volatility Wtd ETF"
CSA,"VictoryShares US Small Cap Volatility Wtd ETF"
VBND,"Vident Core U.S. Bond Strategy Fund"
VUSE,"Vident Core US Equity ETF"
VIDI,"Vident International Equity Fund"
VRAY,"ViewRay, Inc."
VIRC,"Virco Manufacturing Corporation"
VTVT,"vTv Therapeutics Inc."
WVE,"WAVE Life Sciences Ltd."
WSTG,"Wayside Technology Group, Inc."
FLAG,"WeatherStorm Forensic Accounting Long Short ETF"
WLB,"Westmoreland Coal Company"
WLDN,"Willdan Group, Inc."
WLFC,"Willis Lease Finance Corporation"
WINA,"Winmark Corporation"
AGZD,"WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F"
AGND,"WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund"
CXSE,"WisdomTree China ex-State-Owned Enterprises Fund"
EMCG,"WisdomTree Emerging Markets Consumer Growth Fund"
EMCB,"WisdomTree Emerging Markets Corporate Bond Fund"
DGRE,"WisdomTree Emerging Markets Quality Dividend Growth Fund"
DXGE,"WisdomTree Germany Hedged Equity Fund"
HYZD,"WisdomTree Interest Rate Hedged High Yield Bond Fund"
DXJS,"WisdomTree Japan Hedged SmallCap Equity Fund"
GULF,"WisdomTree Middle East Dividend Fund"
HYND,"WisdomTree Negative Duration High Yield Bond Fund"
DGRW,"WisdomTree U.S. Quality Dividend Growth Fund"
DGRS,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund"
DXPS,"WisdomTree United Kingdom Hedged Equity Fund"
WMGIZ,"Wright Medical Group N.V."
WVFC,"WVS Financial Corp."
XELB,"Xcel Brands, Inc"
XNCR,"Xencor, Inc."
XENE,"Xenon Pharmaceuticals Inc."
GLDI,"X-Links Gold Shares Covered Call ETN"
SLVO,"X-Links Silver Shares Covered Call ETN"
XOMA,"XOMA Corporation"
YOGA,"YogaWorks, Inc."
ZLAB,"Zai Lab Limited"
ZN,"Zion Oil & Gas Inc"
ZNWAA,"Zion Oil & Gas Inc"
ZGNX,"Zogenix, Inc."
ZYNE,"Zynerba Pharmaceuticals, Inc."
LNN,"Lindsay Corporation"
RNP,"Cohen & Steers Reit and Preferred Income Fund Inc"
UHT,"Universal Health Realty Income Trust"
SMP,"Standard Motor Products, Inc."
ETV,"Eaton Vance Corporation"
INST,"Instructure, Inc."
EVTC,"Evertec, Inc."
HLX,"Helix Energy Solutions Group, Inc."
AVH,"Avianca Holdings S.A."
AOD,"Alpine Total Dynamic Dividend Fund"
MTRN,"Materion Corporation"
CBL,"CBL & Associates Properties, Inc."
RGR,"Sturm, Ruger & Company, Inc."
MHO,"M/I Homes, Inc."
MYI,"Blackrock MuniYield Quality Fund III, Inc."
RYAM,"Rayonier Advanced Materials Inc."
HCLP,"Hi-Crush Partners LP"
PHK,"Pimco High Income Fund"
STC,"Stewart Information Services Corporation"
CPF,"CPB Inc."
TOO,"Teekay Offshore Partners L.P."
TIER,"TIER REIT, Inc."
MTL,"Mechel PAO"
RMAX,"RE/MAX Holdings, Inc."
EMD,"Western Asset Emerging Markets Debt Fund Inc"
BOE,"Blackrock Global"
WLH,"Lyon William Homes"
SAH,"Sonic Automotive, Inc."
NEWM,"New Media Investment Group Inc."
HTD,"John Hancock Tax Advantaged Dividend Income Fund"
DEA,"Easterly Government Properties, Inc."
GLOP,"GasLog Partners LP"
DIN,"DineEquity, Inc"
FFC,"Flaherty & Crumrine Preferred Securities Income Fund Inc"
HIFR,"InfraREIT, Inc."
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V."
PMC,"Pharmerica Corporation"
LDL,"Lydall, Inc."
UBA,"Urstadt Biddle Properties Inc."
UVE,"UNIVERSAL INSURANCE HOLDINGS INC"
FOR,"Forestar Group Inc"
IGR,"CBRE Clarion Global Real Estate Income Fund"
CEM,"ClearBridge Energy MLP Fund Inc."
AVP,"Avon Products, Inc."
GLT,"Glatfelter"
AGX,"Argan, Inc."
HQH,"Tekla Healthcare Investors"
NBHC,"National Bank Holdings Corporation"
GAM,"General American Investors, Inc."
EGO,"Eldorado Gold Corporation"
USPH,"U.S. Physical Therapy, Inc."
CBB,"Cincinnati Bell Inc"
BCX,"BlackRock Resources"
GKOS,"Glaukos Corporation"
GIM,"Templeton Global Income Fund, Inc."
SSNI,"Silver Spring Networks, Inc."
PLOW,"Douglas Dynamics, Inc."
CMO,"Capstead Mortgage Corporation"
FPH,"Five Point Holdings, LLC"
AAV,"Advantage Oil & Gas Ltd"
NCI,"Navigant Consulting, Inc."
WK,"Workiva Inc."
NMZ,"Nuveen Municipal High Income Opportunity Fund"
CTS,"CTS Corporation"
GSBD,"Goldman Sachs BDC, Inc."
WOW,"WideOpenWest, Inc."
GBL,"Gamco Investors, Inc."
IPOA,"Social Capital Hedosophia Holdings Corp."
VTA,"Invesco Credit Opportunities Fund"
FRO,"Frontline Ltd."
RA,"Brookfield Real Assets Income Fund Inc."
VSTO,"Vista Outdoor Inc."
CKH,"SEACOR Holdings, Inc."
STNG,"Scorpio Tankers Inc."
IRT,"Independence Realty Trust, Inc."
EXPR,"Express, Inc."
NYRT,"New York REIT, Inc."
BBX,"BBX Capital Corporation"
VMO,"Invesco Municipal Opportunity Trust"
LL,"Lumber Liquidators Holdings, Inc"
CCS,"Century Communities, Inc."
GRC,"Gorman-Rupp Company (The)"
TLRD,"Tailored Brands, Inc."
PML,"Pimco Municipal Income Fund II"
KMG,"KMG Chemicals, Inc."
PDT,"John Hancock Premium Dividend Fund"
CUBI,"Customers Bancorp, Inc"
CBZ,"CBIZ, Inc."
PBFX,"PBF Logistics LP"
RFP,"Resolute Forest Products Inc."
PDS,"Precision Drilling Corporation"
VCRA,"Vocera Communications, Inc."
PJT,"PJT Partners Inc."
JT,"Jianpu Technology Inc."
SEND,"SendGrid, Inc."
KEM,"Kemet Corporation"
BTE,"Baytex Energy Corp"
CAPL,"CrossAmerica Partners LP"
AGM,"Federal Agricultural Mortgage Corporation"
PGTI,"PGT Innovations, Inc."
MED,"MEDIFAST INC"
AC,"Associated Capital Group, Inc."
MCS,"Marcus Corporation (The)"
VVR,"Invesco Senior Income Trust"
ETH,"Ethan Allen Interiors Inc."
NRE,"NorthStar Realty Europe Corp."
TRK,"Speedway Motorsports, Inc."
HMY,"Harmony Gold Mining Company Limited"
CRC,"California Resources Corporation"
SXCP,"SunCoke Energy Partners, L.P."
NR,"Newpark Resources, Inc."
MYOV,"Myovant Sciences Ltd."
STAR,"iStar Financial Inc."
SOI,"Solaris Oilfield Infrastructure, Inc."
CIR,"CIRCOR International, Inc."
MBI,"MBIA, Inc."
IFN,"India Fund, Inc. (The)"
APTS,"Preferred Apartment Communities, Inc."
GPMT,"Granite Point Mortgage Trust Inc."
EHIC,"eHi Car Services Limited"
JKS,"JinkoSolar Holding Company Limited"
PRO,"PROS Holdings, Inc."
BH,"Biglari Holdings Inc."
BHVN,"Biohaven Pharmaceutical Holding Company Ltd."
RGS,"Regis Corporation"
CLW,"Clearwater Paper Corporation"
PPR,"Voya Prime Rate Trust"
PZN,"Pzena Investment Management Inc"
IGD,"Voya Global Equity Dividend and Premium Opportunity Fund"
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc"
THQ,"Tekla Healthcare Opportunies Fund"
THR,"Thermon Group Holdings, Inc."
BHK,"Blackrock Core Bond Trust"
NTG,"Tortoise MLP Fund, Inc."
PEI,"Pennsylvania Real Estate Investment Trust"
RTEC,"Rudolph Technologies, Inc."
BRSS,"Global Brass and Copper Holdings, Inc."
NKX,"Nuveen California AMT-Free Quality Municipal Income Fund"
EVA,"Enviva Partners, LP"
NX,"Quanex Building Products Corporation"
SSW,"Seaspan Corporation"
UBP,"Urstadt Biddle Properties Inc."
DNR,"Denbury Resources Inc."
DKL,"Delek Logistics Partners, L.P."
HT,"Hersha Hospitality Trust"
WLKP,"Westlake Chemical Partners LP"
ATTO,"Atento S.A."
VGM,"Invesco Trust for Investment Grade Municipals"
DSU,"Blackrock Debt Strategies Fund, Inc."
NPK,"National Presto Industries, Inc."
CIVI,"Civitas Solutions, Inc."
UTL,"UNITIL Corporation"
APRN,"Blue Apron Holdings, Inc."
TWI,"Titan International, Inc."
BTO,"John Hancock Financial Opportunities Fund"
TK,"Teekay Corporation"
TDF,"Templeton Dragon Fund, Inc."
IRET,"Investors Real Estate Trust"
EOS,"Eaton Vance Enhanced Equity Income Fund II"
SVU,"SuperValu Inc."
BGY,"BLACKROCK INTERNATIONAL, LTD."
CII,"Blackrock Capital and Income Strategies Fund Inc"
BGB,"Blackstone / GSO Strategic Credit Fund"
WAIR,"Wesco Aircraft Holdings, Inc."
SXC,"SunCoke Energy, Inc."
MOV,"Movado Group Inc."
IIM,"Invesco Value Municipal Income Trust"
WIW,"Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2"
EROS,"Eros International PLC"
BIT,"BlackRock Multi-Sector Income Trust"
NL,"NL Industries, Inc."
DFIN,"Donnelley Financial Solutions, Inc."
AROC,"Archrock, Inc."
VKQ,"Invesco Municipal Trust"
AHH,"Armada Hoffler Properties, Inc."
CRY,"CryoLife, Inc."
BY,"Byline Bancorp, Inc."
FSM,"Fortuna Silver Mines Inc."
LRN,"K12 Inc"
MYD,"Blackrock MuniYield Fund, Inc."
SNR,"New Senior Investment Group Inc."
BZH,"Beazer Homes USA, Inc."
PCN,"Pimco Corporate & Income Stategy Fund"
EVC,"Entravision Communications Corporation"
TMST,"Timken Steel Corporation"
DIAX,"Nuveen Dow 30SM Dynamic Overwrite Fund"
UFI,"Unifi, Inc."
REN,"Resolute Energy Corporation"
TLP,"TransMontaigne Partners L.P."
IQI,"Invesco Quality Municipal Income Trust"
GTS,"Triple-S Management Corporation"
TOWR,"Tower International, Inc."
SD,"SandRidge Energy, Inc."
RENN,"Renren Inc."
HIO,"Western Asset High Income Opportunity Fund, Inc."
FEI,"First Trust MLP and Energy Income Fund"
SFS,"Smart"
MG,"Mistras Group Inc"
AHT,"Ashford Hospitality Trust Inc"
OBE,"Obsidian Energy Ltd."
FF,"FutureFuel Corp."
OCIP,"OCI Partners LP"
MUX,"McEwen Mining Inc."
TG,"Tredegar Corporation"
BFK,"BlackRock Municipal Income Trust"
JFR,"Nuveen Floating Rate Income Fund"
SBR,"Sabine Royalty Trust"
MYE,"Myers Industries, Inc."
NCV,"AllianzGI Convertible & Income Fund"
PFN,"PIMCO Income Strategy Fund II"
KND,"Kindred Healthcare, Inc."
AMID,"American Midstream Partners, LP"
FELP,"Foresight Energy LP"
CAI,"CAI International, Inc."
FBM,"Foundation Building Materials, Inc."
ECR,"Eclipse Resources Corporation"
NID,"Nuveen Intermediate Duration Municipal Term Fund"
MMU,"Western Asset Managed Municipals Fund, Inc."
RRD,"R.R. Donnelley & Sons Company"
SRI,"Stoneridge, Inc."
VCV,"Invesco California Value Municipal Income Trust"
CMRE,"Costamare Inc."
JE,"Just Energy Group, Inc."
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc."
NSH,"Nustar GP Holdings, LLC"
ESTE,"Earthstone Energy, Inc."
DPG,"Duff & Phelps Global Utility Income Fund Inc."
HIX,"Western Asset High Income Fund II Inc."
KNOP,"KNOT Offshore Partners LP"
ITG,"Investment Technology Group, Inc."
BAS,"Basic Energy Services, Inc."
SA,"Seabridge Gold, Inc."
GHY,"Prudential Global Short Duration High Yield Fund, Inc."
HPS,"John Hancock Preferred Income Fund III"
BLW,"Citigroup Inc."
CEIX,"CNX Resources Corporation"
WHG,"Westwood Holdings Group Inc"
SGU,"Star Group, L.P."
TDW,"Tidewater Inc."
ETJ,"Eaton Vance Risk-Managed Diversified Equity Income Fund"
GLP,"Global Partners LP"
NXJ,"Nuveen New Jersey Quality Municipal Income Fund"
NXRT,"NexPoint Residential Trust, Inc."
NIE,"AllianzGI Equity & Convertible Income Fund"
BCEI,"Bonanza Creek Energy, Inc."
BST,"BlackRock Science and Technology Trust"
RESI,"Altisource Residential Corporation"
HMLP,"Hoegh LNG Partners LP"
NBB,"Nuveen Build America Bond Fund"
EFT,"Eaton Vance Floating Rate Income Trust"
JPI,"Nuveen Preferred and Income Term Fund"
REX,"REX American Resources Corporation"
AVD,"American Vanguard Corporation"
CTT,"CatchMark Timber Trust, Inc."
NVGS,"Navigator Holdings Ltd."
CRCM,"Care.com, Inc."
CDR,"Cedar Realty Trust, Inc."
MFL,"Blackrock MuniHoldings Investment Quality Fund"
WSR,"Whitestone REIT"
IVC,"Invacare Corporation"
TRC,"Tejon Ranch Co"
HPI,"John Hancock Preferred Income Fund"
GCO,"Genesco Inc."
LKSD,"LSC Communications, Inc."
TEI,"Templeton Emerging Markets Income Fund, Inc."
JHB,"Nuveen High Income November 2021 Target Term Fund"
PPT,"Putnam Premier Income Trust"
AWP,"Alpine Global Premier Properties Fund"
EOI,"Eaton Vance Enhance Equity Income Fund"
ANH,"Anworth Mortgage Asset  Corporation"
NHF,"NexPoint credit Strategies Fund"
MMD,"MainStay DefinedTerm Municipal Opportunities Fund"
TPGH,"TPG Pace Holdings Corp."
LEO,"Dreyfus Strategic Municipals, Inc."
SRLP,"Sprague Resources LP"
SALT,"Scorpio Bulkers Inc."
ATEN,"A10 Networks, Inc."
MITT,"AG Mortgage Investment Trust, Inc."
MUA,"Blackrock MuniAssets Fund, Inc."
PEO,"Adams Natural Resources Fund, Inc."
MUI,"Blackrock Muni Intermediate Duration Fund Inc"
ABR,"Arbor Realty Trust"
UMH,"UMH Properties, Inc."
EFR,"Eaton Vance Senior Floating-Rate Fund"
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc."
BRS,"Bristow Group Inc"
DHT,"DHT Holdings, Inc."
GPRK,"Geopark Ltd"
EVRI,"Everi Holdings Inc."
FRA,"Blackrock Floating Rate Income Strategies Fund Inc"
MYN,"Blackrock MuniYield New York Quality Fund, Inc."
DQ,"DAQO New Energy Corp."
CAF,"Morgan Stanley China A Share Fund Inc."
GOF,"Guggenheim Strategic Opportunities Fund"
GHL,"Greenhill & Co., Inc."
EBF,"Ennis, Inc."
RYB,"RYB Education, Inc."
MPX,"Marine Products Corporation"
DFP,"Flaherty & Crumrine Dynamic Preferred and Income Fund Inc."
SLD,"Sutherland Asset Management Corporation"
JP,"Jupai Holdings Limited"
HVT,"Haverty Furniture Companies, Inc."
MCA,"Blackrock MuniYield California Insured Fund, Inc."
OMP,"Oasis Midstream Partners LP"
IIF,"Morgan Stanley India Investment Fund, Inc."
SPLP,"Steel Partners Holdings LP"
ENVA,"Enova International, Inc."
HZO,"MarineMax, Inc."
CINR,"Ciner Resources LP"
NQP,"Nuveen Pennsylvania Quality Municipal Income Fund"
SGY,"Stone Energy Corporation"
PFSI,"PennyMac Financial Services, Inc."
OLP,"One Liberty Properties, Inc."
CSLT,"Castlight Health, inc."
OME,"Omega Protein Corporation"
INSW,"International Seaways, Inc."
ISD,"Prudential Short Duration High Yield Fund, Inc."
CIC,"Capitol Investment Corp. IV"
FSD,"First Trust High Income Long Short Fund"
JRI,"Nuveen Real Asset Income and Growth Fund"
MIN,"MFS Intermediate Income Trust"
MQY,"Blackrock MuniYield Quality Fund, Inc."
BETR,"Amplify Snack Brands, inc."
IPI,"Intrepid Potash, Inc"
XOXO,"XO Group, Inc."
CHCT,"Community Healthcare Trust Incorporated"
DLNG,"Dynagas LNG Partners LP"
PMO,"Putnam Municipal Opportunities Trust"
KTF,"Scudder Municiple Income Trust"
EFC,"Ellington Financial LLC"
BKS,"Barnes & Noble, Inc."
WTI,"W&T Offshore, Inc."
TTI,"Tetra Technologies, Inc."
CYH,"Community Health Systems, Inc."
NTP,"Nam Tai Property Inc."
CSU,"Capital Senior Living Corporation"
FEDU,"Four Seasons Education (Cayman) Inc."
MODN,"Model N, Inc."
NCZ,"AllianzGI Convertible & Income Fund II"
HPF,"John Hancock Pfd Income Fund II"
OMN,"OMNOVA Solutions Inc."
EPE,"EP Energy Corporation"
GER,"Goldman Sachs MLP Energy Renaissance Fund"
PGH,"Pengrowth Energy Corporation"
FSB,"Franklin Financial Network, Inc."
EHI,"Western Asset Global High Income Fund Inc"
FENG,"Phoenix New Media Limited"
TLYS,"Tilly&#39;s, Inc."
BFZ,"BlackRock California Municipal Income Trust"
NVTA,"Invitae Corporation"
FGP,"Ferrellgas Partners, L.P."
TCAP,"Triangle Capital Corporation"
JRO,"Nuveen Floating Rate Income Opportuntiy Fund"
ARA,"American Renal Associates Holdings, Inc"
CBA,"ClearBridge American Energy MLP Fund Inc."
BPT,"BP Prudhoe Bay Royalty Trust"
ENZ,"Enzo Biochem, Inc."
ORC,"Orchid Island Capital, Inc."
TNK,"Teekay Tankers Ltd."
JMEI,"Jumei International Holding Limited"
MMT,"MFS Multimarket Income Trust"
BBG,"Bill Barrett Corporation"
SN,"Sanchez Energy Corporation"
AFI,"Armstrong Flooring, Inc."
NAN,"Nuveen New York Quality Municipal Income Fund"
HRTG,"Heritage Insurance Holdings, Inc."
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc."
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc."
PIR,"Pier 1 Imports, Inc."
PBT,"Permian Basin Royalty Trust"
GPM,"Guggenheim Enhanced Equity Income Fund"
CTR,"ClearBridge Energy MLP Total Return Fund Inc."
CORR,"CorEnergy Infrastructure Trust, Inc."
VRTV,"Veritiv Corporation"
IHC,"Independence Holding Company"
MCR,"MFS Charter Income Trust"
DSX,"Diana Shipping inc."
JMF,"Nuveen Energy MLP Total Return Fund"
MPO,"MIDSTATES PETROLEUM COMPANY, INC."
CSV,"Carriage Services, Inc."
WMC,"Western Asset Mortgage Capital Corporation"
OCN,"Ocwen Financial Corporation"
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc."
ETB,"Eaton Vance Tax-Managed Buy-Write Income Fund"
OFG,"OFG Bancorp"
VRS,"Verso Corporation"
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc."
DS,"Drive Shack Inc."
LPG,"Dorian LPG Ltd."
BGR,"BlackRock Energy and Resources Trust"
JLS,"Nuveen Mortgage Opportunity Term Fund"
NLS,"Nautilus Group, Inc. (The)"
CULP,"Culp, Inc."
WAAS,"AquaVenture Holdings Limited"
THW,"Tekla World Healthcare Fund"
NQ,"NQ Mobile Inc."
TISI,"Team, Inc."
HQL,"Tekla Life Sciences Investors"
GBAB,"Guggenheim Taxable Municipal Managed Duration Trst"
PMM,"Putnam Managed Municipal Income Trust"
BOOT,"Boot Barn Holdings, Inc."
FMO,"Fiduciary/Claymore MLP Opportunity Fund"
SUP,"Superior Industries International, Inc."
CIA,"Citizens, Inc."
GNK,"Genco Shipping & Trading Limited "
CATO,"Cato Corporation (The)"
PKO,"Pimco Income Opportunity Fund"
AFB,"Alliance National Municipal Income Fund Inc"
GRAM,"Grana y Montero S.A.A."
ONDK,"On Deck Capital, Inc."
MX,"MagnaChip Semiconductor Corporation"
FLY,"Fly Leasing Limited"
NAT,"Nordic American Tankers Limited"
CIO,"City Office REIT, Inc."
AMRC,"Ameresco, Inc."
BKT,"BlackRock Income Trust Inc. (The)"
BGH,"Babson Global Short Duration High Yield Fund"
JGH,"Nuveen Global High Income Fund"
UIS,"Unisys Corporation"
OIA,"Invesco Municipal Income Opportunities Trust"
WBAI,"500.com Limited"
PMX,"PIMCO Municipal Income Fund III"
PKE,"Park Electrochemical Corporation"
I,"Intelsat S.A."
GPX,"GP Strategies Corporation"
VSLR,"Vivint Solar, Inc."
ACRE,"Ares Commercial Real Estate Corporation"
IDT,"IDT Corporation"
DX,"Dynex Capital, Inc."
RCS,"PIMCO Strategic Income Fund, Inc."
ARDC,"Ares Dynamic Credit Allocation Fund, Inc."
BYM,"Blackrock Municipal Income Quality Trust"
LXFR,"Luxfer Holdings PLC"
CCR,"CONSOL Coal Resources LP"
JOF,"Japan Smaller Capitalization Fund Inc"
XIN,"Xinyuan Real Estate Co Ltd"
SJT,"San Juan Basin Royalty Trust"
HOV,"Hovnanian Enterprises Inc"
HBB,"Hamilton Beach Brands Holding Company"
OPY,"Oppenheimer Holdings, Inc."
GNRT,"Gener8 Maritime, Inc."
PHH,"PHH Corp"
GNC,"GNC Holdings, Inc."
GMZ,"Goldman Sachs MLP Income Opportunities Fund"
UAN,"CVR Partners, LP"
ETO,"Eaton Vance Tax-Advantage Global Dividend Opp"
BUI,"BlackRock Utility, Infrastructure & Power Opportun"
RMT,"Royce Micro-Cap Trust, Inc."
BNED,"Barnes & Noble Education, Inc"
MEN,"Blackrock MuniEnhanced Fund, Inc."
NEV,"Nuveen Enhanced Municipal Value Fund"
KYE,"Kayne Anderson Energy Total Return Fund, Inc."
TNP,"Tsakos Energy Navigation Ltd"
VEC,"Vectrus, Inc."
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc."
EOT,"Eaton Vance Municipal Income Trust"
AQ,"Aquantia Corp."
STK,"Columbia Seligman Premium Technology Growth Fund, Inc"
MRT,"MedEquities Realty Trust, Inc."
RYI,"Ryerson Holding Corporation"
FCT,"First Trust Senior Floating Rate Income Fund II"
VPG,"Vishay Precision Group, Inc."
HYI,"Western Asset High Yield Defined Opportunity Fund Inc."
AZRE,"Azure Power Global Limited"
GCAP,"GAIN Capital Holdings, Inc."
MCB,"Metropolitan Bank Holding Corp."
HZN,"Horizon Global Corporation"
SOR,"Source Capital, Inc."
PHX,"Panhandle Royalty Company"
ECC,"Eagle Point Credit Company Inc."
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc."
WIA,"Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd"
XRF,"China Rapid Finance Limited"
AI,"Arlington Asset Investment Corp"
CHN,"China Fund, Inc. (The)"
PMF,"PIMCO Municipal Income Fund"
MVT,"Blackrock MuniVest Fund II, Inc."
DBL,"DoubleLine Opportunistic Credit Fund"
TPB,"Turning Point Brands, Inc."
NGS,"Natural Gas Services Group, Inc."
RRTS,"Roadrunner Transportation Systems, Inc"
CALX,"Calix, Inc"
ODC,"Oil-Dri Corporation Of America"
TREC,"Trecora Resources"
RFI,"Cohen & Steers Total Return Realty Fund, Inc."
FIV,"First Trust Senior Floating Rate 2022 Target Term Fund"
EMO,"ClearBridge Energy MLP Opportunity Fund Inc."
ZTR,"Virtus Global Dividend & Income Fund Inc."
BGT,"Blackrock Global"
BME,"Blackrock Health Sciences Trust"
MYC,"Blackrock MuniYield California Fund, Inc."
PCK,"Pimco California Municipal Income Fund II"
PCQ,"PIMCO California Municipal Income Fund"
SAFE,"Safety, Income and Growth, Inc."
ARCX,"Arc Logistic Partners LP"
FDEU,"First Trust Dynamic Europe Equity Income Fund"
SWZ,"Swiss Helvetia Fund, Inc. (The)"
ZOES,"Zoe&#39;s Kitchen, Inc."
JRS,"Nuveen Real Estate Fund"
AVK,"Advent Claymore Convertible Securities and Income Fund"
FFA,"First Trust"
CLD,"Cloud Peak Energy Inc"
MCC,"Medley Capital Corporation"
SDLP,"Seadrill Partners LLC"
SB,"Safe Bulkers, Inc"
MGU,"Macquarie Global Infrastructure Total Return Fund Inc."
IDE,"Voya Infrastructure, Industrials and Materials Fund"
GF,"New Germany Fund, Inc. (The)"
MUE,"Blackrock MuniHoldings Quality Fund II, Inc."
FIF,"First Trust Energy Infrastructure Fund"
RSO,"Resource Capital Corp."
MCI,"Barings Corporate Investors"
GUT,"Gabelli Utility Trust (The)"
ELVT,"Elevate Credit, Inc."
BKK,"Blackrock Municipal 2020 Term Trust"
NMM,"Navios Maritime Partners LP"
DCO,"Ducommun Incorporated"
EMF,"Templeton Emerging Markets Fund"
NRP,"Natural Resource Partners LP"
MSB,"Mesabi Trust"
JILL,"J. Jill, Inc."
PFL,"PIMCO Income Strategy Fund"
MLP,"Maui Land & Pineapple Company, Inc."
NMY,"Nuveen Maryland Quality Municipal Income Fund"
MLR,"Miller Industries, Inc."
NCA,"Nuveen California Municipal Value Fund, Inc."
EVN,"Eaton Vance Municipal Income Trust"
MQT,"Blackrock MuniYield Quality Fund II, Inc."
TCS,"Container Store (The)"
AHP,"Ashford Hospitality Prime, Inc."
JHA,"Nuveen High Income 2020 Target Term Fund"
HCI,"HCI Group, Inc."
JCAP,"Jernigan Capital, Inc."
VPV,"Invesco Pennsylvania Value Municipal Income Trust"
FPI,"Farmland Partners Inc."
DL,"China Distance Education Holdings Limited"
CVEO,"Civeo Corporation"
KMF,"Kayne Anderson Midstream Energy Fund, Inc"
NC,"NACCO Industries, Inc."
PHD,"Pioneer Floating Rate Trust"
HIL,"Hill International, Inc."
FPL,"First Trust New Opportunities MLP & Energy Fund"
PHT,"Pioneer High Income Trust"
MFM,"MFS Municipal Income Trust"
AT,"Atlantic Power Corporation"
EOD,"Wells Fargo Global Dividend Opportunity Fund"
NPTN,"NeoPhotonics Corporation"
TCI,"Transcontinental Realty Investors, Inc."
NUM,"Nuveen Michigan Quality Municipal Income Fund"
FC,"Franklin Covey Company"
RM,"Regional Management Corp."
SBOW,"SilverBow Resorces, Inc."
HIVE,"Aerohive Networks, Inc."
KDMN,"Kadmon Holdings, Inc."
RST,"Rosetta Stone"
KRP,"Kimbell Royalty Partners"
CRR,"Carbo Ceramics, Inc."
ZF,"Virtus Total Return Fund Inc."
MAV,"Pioneer Municipal High Income Advantage Trust"
JHD,"Nuveen High Income December 2019 Target Term Fund"
NUO,"Nuveen Ohio Quality Municipal Income Fund"
BWG,"Legg Mason BW Global Income Opportunities Fund Inc."
GDO,"Western Asset Global Corporate Defined Opportunity Fund Inc."
SPXX,"Nuveen S&P 500 Dynamic Overwrite Fund"
NWHM,"New Home Company Inc. (The)"
